61,18,17.5,0.4,2.3,5.7,1.1,3,0.86,1,1.2,2.1,0.5,1.7,0.6,0.3,0.2,0.7,1.5,6.6,11,50,11.6,0.039
67,11,19.4,0.4,1.9,4.9,0.6,2,0.77,1.2,1.5,2.8,0.6,2.2,1.4,0.6,0.7,1.1,2,5.6,36,31,10.3,0.06
32,3,11.7,0.48,2.1,4.3,0.2,0.6,0.78,0.9,1.2,1.3,0.3,1,0.6,0.4,0.1,0.7,1.3,5.2,13,19,13.1,0.064
68,41,18.9,0.51,2.3,4.4,0,0,0.63,0.7,1.1,4.4,1.6,2.8,0.2,0.4,0.8,0.9,3.1,5.2,26,42,10.4,0.037
68,2,10.6,0.44,1.5,3.4,0,0,0.66,1.1,1.7,2.1,0.6,1.5,0.4,0.2,0.3,0.8,1.7,4.1,42,26,11,0.053
23,0,10.7,0.42,1.3,3,1.1,2.5,0.83,0.2,0.3,0.9,0.2,0.7,0.7,0.3,0,0.4,1,3.8,9,14,12.6,0.115
66,5,14.7,0.38,1.5,3.9,0.3,1.2,0.78,0.5,0.7,1.3,0.3,0.9,1.3,0.6,0.1,0.9,1.3,3.8,39,27,7.6,0.017
61,2,8.5,0.45,1.3,2.8,0,0.2,0.7,0.9,1.3,1.9,0.6,1.3,0.2,0.2,0.2,0.3,1.4,3.5,33,28,13.2,0.111
23,0,8.8,0.37,1.2,3.3,0.2,0.9,0.75,0.8,1,1.7,0.8,0.9,0.7,0.3,0.1,0.4,0.9,3.4,7,16,13.8,0.076
43,2,9.6,0.48,1.3,2.8,0,0,0.88,0.7,0.8,2,0.9,1.2,0.2,0.3,0,0.6,1.6,3.4,26,17,11.5,0.096
80,5,15.4,0.4,1.3,3.2,0.1,0.5,0.66,0.6,0.9,1.8,0.5,1.4,1.6,1,0.1,1.4,2.3,3.2,31,49,6.4,-0.013
10,0,4.3,0.44,1.1,2.5,0.4,1.1,1,0.2,0.2,1.1,0.4,0.7,0.1,0.3,0.1,0.2,0.6,2.8,8,2,22,0.146
17,0,8.5,0.61,1.4,2.2,0,0,0.17,0.1,0.4,2.1,1.1,1,0.1,0.1,0.4,0.1,1.5,2.8,9,8,15.6,0.155
29,1,9.2,0.4,1,2.4,0,0,0.63,0.4,0.7,2.3,0.6,1.7,0.1,0.1,0.2,0.4,0.6,2.3,14,15,9.1,0.013
26,0,6.1,0.43,0.9,2.1,0,0,0.33,0.5,1.6,1.1,0.5,0.6,0.1,0.2,0.2,0.4,0.5,2.3,20,6,8,-0.054
29,0,6,0.39,0.9,2.3,0.1,0.4,0.83,0.3,0.4,1.3,0.4,0.9,0.3,0.2,0.2,0.4,1.2,2.2,16,13,10.1,0.026
23,0,9.2,0.4,1,2.5,0,0,0.5,0.1,0.3,1.9,0.7,1.2,0.7,0.3,0.3,0.6,1.8,2.1,10,13,7.6,0.004
23,1,7,0.5,0.7,1.3,0,0,0.56,0.7,1.2,1.6,0.5,1.1,0.3,0.1,0.4,0.3,1.3,2,14,9,12.2,0.115
30,0,4.8,0.44,0.8,1.7,0.1,0.3,0.62,0.3,0.4,0.6,0.1,0.5,0.3,0.2,0,0.4,0.4,1.9,14,16,9,-0.036
5,0,7,0.25,0.8,3.2,0.2,1,0,0,0,1,0.2,0.8,0.8,0.2,0,0.8,0.8,1.8,3,2,-2.4,-0.23
39,0,9.5,0.36,0.7,2.1,0,0.4,0.5,0.3,0.6,0.8,0.2,0.6,0.3,0.1,0.1,0.5,1.1,1.8,24,15,0.7,-0.062
33,0,5.5,0.46,0.6,1.3,0,0.1,0.48,0.3,0.7,1.5,0.8,0.7,0.2,0.2,0.1,0.2,0.9,1.5,23,10,13.8,0.144
16,0,4.6,0.16,0.4,2.4,0.1,1.1,0.75,0.4,0.5,0.5,0.3,0.2,0.3,0.2,0,0.1,0.8,1.3,6,10,-1.6,-0.174
24,0,5.3,0.3,0.4,1.3,0.1,0.3,0.7,0.3,0.4,0.5,0.2,0.3,0.4,0.1,0,0.3,0.5,1.1,12,12,4.8,-0.013
14,0,2.4,0.39,0.4,0.9,0,0,0.38,0.2,0.6,0.5,0.4,0.1,0.4,0.1,0,0.6,0.5,0.9,7,7,4.2,-0.219
6,0,1.5,0,0,0.2,0,0,0,0,0,0.7,0.2,0.5,0,0.3,0,0,0.2,0,1,5,15.5,0.155
78,23,29.8,0.38,4.6,12.1,1.1,3.3,0.71,1.5,2.2,2.9,0.7,2.3,2.1,0.4,0.1,1.7,2.3,11.8,30,48,7.9,-0.03
6,2,22.8,0.44,3,6.8,0.3,1.2,0.8,2,2.5,3.3,0.5,2.8,0.8,0.5,0.2,0.8,1.2,8.3,4,2,12.1,0.108
82,5,18.7,0.53,3,5.6,0,0.1,0.62,1.4,2.3,5.1,1.8,3.3,0.6,0.6,0.2,0.9,2.7,7.4,32,50,15.7,0.121
79,2,16.6,0.4,2.6,6.7,0.6,2.1,0.85,0.9,1.1,2.1,0.4,1.7,3.3,0.4,0,1.8,1.2,6.8,39,38,11.5,-0.004
67,35,17.4,0.46,2.7,5.9,0.4,1.1,0.61,0.8,1.3,1.9,0.6,1.3,0.4,0.6,0.3,0.6,1.8,6.6,24,43,11.4,0.055
42,0,14.8,0.41,1.9,4.6,0.9,2.3,0.9,1.3,1.4,1.2,0.2,1,0.9,0.3,0,0.5,1.2,6,19,23,13,0.134
81,31,18.7,0.46,2,4.5,0,0,0.76,1.4,1.8,5.4,1.6,3.8,0.5,0.6,0.5,1.2,2.5,5.5,30,51,12.3,0.07
72,4,13.4,0.48,1.9,3.9,0,0,0.61,1.5,2.4,3.7,1.2,2.5,0.6,0.6,1.1,1.3,2.3,5.2,44,28,14.8,0.11
68,1,15.6,0.51,2,4,0.1,0.4,0.57,0.8,1.3,4.3,1.4,2.9,0.6,0.8,0.6,0.7,2.1,4.9,28,40,16.1,0.125
56,14,12.1,0.53,1.8,3.4,0,0.2,0.68,1,1.5,1.3,0.7,0.7,0.4,0.7,0.1,0.4,0.8,4.6,36,20,15.2,0.124
60,16,16.5,0.42,1.6,3.9,0.9,2.1,0.72,0.5,0.7,1.5,0.5,1.1,1.2,0.4,0.1,0.7,1.6,4.6,33,27,9.4,0.098
52,9,14.9,0.38,1.7,4.4,0.3,0.9,0.59,0.9,1.6,2,0.5,1.5,1.6,0.6,0.1,1.1,1.4,4.5,19,33,9.2,0.002
72,2,15.1,0.42,1.7,4.1,0.6,1.9,0.71,0.4,0.5,1.7,0.3,1.3,1.9,0.6,0.1,1,1.1,4.4,37,35,10.8,0.038
59,19,12.8,0.54,1.5,2.9,0,0,0.66,1.3,2,3.1,0.8,2.2,0.3,0.4,0.6,0.8,2.3,4.4,15,44,13.2,0.083
63,2,11.4,0.45,1.3,2.8,0,0,0.74,1.7,2.3,3.4,1.5,1.9,0.2,0.2,0.3,0.7,1.7,4.2,19,44,14.6,0.116
61,0,11,0.58,1.6,2.8,0,0,0.54,0.9,1.7,2.9,1,1.8,0.2,0.2,0.3,0.5,1.5,4.2,33,28,14.6,0.122
46,3,12.1,0.47,1.6,3.5,0.4,1.1,0.55,0.2,0.4,1.8,0.7,1.1,0.5,0.1,0.2,0.5,1.5,3.9,19,27,9.7,0.063
67,1,12.9,0.42,1.5,3.6,0.4,1.3,0.81,0.3,0.4,1.4,0.3,1.1,3.3,0.5,0,1.1,1.1,3.7,24,43,14.1,0.05
71,4,12.2,0.43,1.5,3.6,0.2,0.6,0.51,0.3,0.6,2.2,0.5,1.7,0.8,0.5,0.2,0.8,1.4,3.6,42,29,8.5,0.047
58,8,11.5,0.51,1.1,2.2,0,0,0.79,1,1.3,2.3,0.8,1.5,0.2,0.2,0.7,0.4,2.1,3.3,20,38,12.3,0.117
23,5,8.8,0.38,1.2,3.2,0.3,1.1,0.71,0.4,0.6,0.9,0.3,0.7,0.4,0.3,0.1,0.6,1,3.2,16,7,7.5,0.015
56,5,11.3,0.54,1.2,2.2,0,0,0.6,0.7,1.2,2.7,1,1.6,0.2,0.2,0.5,0.6,1.4,3.1,28,28,12.2,0.091
43,4,12.4,0.42,1.3,3.1,0,0,0.49,0.4,0.8,2.5,1,1.5,0.3,0.2,0.5,0.5,1.7,2.9,19,24,8,0.025
61,8,8.1,0.56,1.2,2.2,0,0,0.67,0.4,0.6,1.3,0.6,0.7,0.2,0.3,0.1,0.4,0.8,2.9,31,30,13,0.095
42,0,8.5,0.38,1.1,3,0.3,1.2,0.73,0.3,0.4,0.9,0.3,0.6,0.4,0.4,0.1,0.4,0.5,2.8,16,26,9,-0.006
68,0,11.6,0.37,1,2.6,0.3,0.8,0.86,0.5,0.6,1.8,0.6,1.2,1,0.4,0.1,0.6,1.1,2.7,22,46,9,0.024
44,5,7.6,0.46,1,2.1,0,0.2,0.56,0.5,0.9,1.3,0.5,0.8,0.4,0.3,0,0.4,1.3,2.5,15,29,9.4,0.045
27,0,6.9,0.56,0.7,1.3,0,0,0.6,0.9,1.5,1.1,0.4,0.7,0,0.1,0.3,0.6,1.5,2.4,8,19,8.5,0.04
32,1,6.7,0.31,0.7,2.2,0.2,0.5,0.61,0.6,1,0.7,0,0.6,0.2,0.1,0.1,0.5,0.8,2.2,26,6,2.9,-0.06
16,0,7.4,0.31,0.6,2,0,0,0.65,0.7,1.1,1.3,0.4,0.9,0.6,0.4,0.5,0.5,1.6,1.9,4,12,7.3,-0.003
49,0,9.2,0.33,0.7,2,0.1,0.6,0.65,0.5,0.8,0.8,0.2,0.7,1.7,0.4,0.1,0.6,1,1.9,29,20,8.6,0.024
28,3,6,0.37,0.6,1.8,0,0,0.59,0.6,1,1.6,0.6,1,0,0.1,0.4,0.4,1.2,1.9,5,23,8.5,-0.011
14,0,11.9,0.3,0.6,2.1,0.1,0.4,1,0.4,0.4,1.1,0.4,0.6,1.2,0.4,0,0.9,0.6,1.8,8,6,4.5,-0.032
17,0,4.9,0.5,0.6,1.3,0,0,0.57,0.5,0.8,1.4,0.6,0.7,0.2,0.1,0,0.4,0.7,1.8,5,12,12.8,0.085
30,0,5.7,0.37,0.6,1.7,0.2,0.5,0.64,0.2,0.4,1,0.4,0.7,0.2,0.1,0,0.5,0.7,1.7,7,23,5,-0.07
13,0,7.9,0.47,0.5,1.2,0.2,0.5,0.71,0.4,0.5,0.8,0.2,0.7,0.4,0.2,0.1,0.5,0.8,1.7,4,9,6.9,0.045
31,0,5.8,0.42,0.7,1.7,0,0,0.7,0.2,0.3,1.4,0.7,0.7,0.2,0.2,0.2,0.3,0.9,1.6,14,17,11.2,0.066
